Modified:,2024,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
44,,,14:32,,"Ajahn Ñāniko asks, ""Where does the expression ""sad is mad"" come from?""",,,,,,,,,,,,,,
44,,,15:36,,Is sleepiness not dullness? Is there a separation?,,,,,,,,,,,,,,
45,Reading,,Session,,“Daughters and Sons” pp. 6-26 by Ajahn Jayasaro,,,,,,,,,,,,,,
45,Read by,,,,,ANy,,,,,,,,,,,,,
45,,,26:46,,"""Is it possible for a monastic to look after their parents while still practicing the vinaya?""",,,,,,,,,,,,,,
45,,,31:45,,Question and discussion about how monastics and lay practitioners can navigate visiting their relatives who are not Buddhists.,,,,,,,,,,,,,,
45,,,39:10,,"Tan Kaccāna asks, ""How can I change my motivation around trying to get my Buddhist parents to adopt the correct Right View?""",,,,,,,,,,,,,,
46,Reading,,Session,,"“The Gate of Relativity” in Kalyāṇa, Dhamma Talks from Ajahn Sucitto",,,,,,,,,,,,,,
46,Read by,,,,,AJivako,,,,,,,,,,,,,
46,,,20:06,,Question and discussion about neutral feeling and awareness.,,,,,,,,,,,,,,
46,,,22:27,,In what ways is neutral feeling delusion?,,,,,,,,,,,,,,
46,,,24:47,,"Tan Pesalo asks, ""What does a delusion type of person look like?""",,,,,,,,,,,,,,
47,Reading,,Session,,"“Santutthi and the Meaning of Contentment” pp. 2-4 in Beginning Our Day, Vol.1 by Ajahn Amaro",,,,,,,,,,,,,,
47,Read by,,,,,AKsp,,,,,,,,,,,,,
47,,,9:10,,"Ajahn Jotipālo asks, ""What are your thoughts about developing wholesome qualities when there are so many things that mask them?""",,,,,,,,,,,,,,
47,,,13:17,,Discussion of contentment as necessary for concentration; for interest in the breath.,,,,,,,,,,,,,,
48,Reading,,Session,,“Prayer and Devotion” pp. 124 -135 in Unexpected Freedom by Ajahn Munindo,,,,,,,,,,,,,,
48,Read by,,,,,AKc,,,,,,,,,,,,,
48,,,24:40,,"Tan Kaccāna asks, ""How does your relic puja work for you?""",,,,,,,,,,,,,,
48,,,27:55,,Discussion of beneficial effects of prayer even without an external entity to which it is directed.,,,,,,,,,,,,,,
49,Reading,,Session,,“The Treasure House” excerpts from chapter 10 in Rude Awakenings by Ajahn Sucitto,,,,,,,,,,,,,,
49,Read by,,,,,APes,,,,,,,,,,,,,
49,,,25:48,,Ajahn Pasanno describes his time in India with Ajahn Jayasaro.,,,,,,,,,,,,,,
50,Reading,,Session,,“Basic Premises” pp. 7-16 in With Each and Every Breath by Ajahn Ṭhānissaro,,,,,,,,,,,,,,
50,Read by,,,,,AShj,,,,,,,,,,,,,
50,,,21:20,,Could you comment on the issue of feeling that there need to be certain conditions in place for me to practice?,,,,,,,,,,,,,,
50,,,25:28,,"Sāmaṇera Kondañño asks about the differences between expansive knowing, concentration, and divided knowing or awareness; difference between viññāṇa and paññā.",,,,,,,,,,,,,,
51,Reading,,Session,,“The First Noble Truth” pp. 14-28 in The Four Noble Truths by Ajahn Sumedho,,,,,,,,,,,,,,
51,Read by,,,,,AKha,,,,,,,,,,,,,
51,,,32:36,,"Sāmaṇera Jāgaro asks, ""What does ""sabbe saṅkhārā dukkhā"" mean in relation to the first Noble Truth?""",,,,,,,,,,,,,,
52,Reading,,Session,,"“Recollection of Hell” pp. 205-209 in Meditations, Vol.6 by Ajahn Ṭhānissaro",,,,,,,,,,,,,,
52,Read by,,,,,TGam,,,,,,,,,,,,,
52,Reading,,1:59,,"“Pissing on Palaces” pp. 241-246 in Meditations, Vol.6 by Ajahn Ṭhānissaro",,,,,,,,,,,,,,
52,Read by,,,,,TGam,,,,,,,,,,,,,
53,Reading,,Session,,“Ancient Teachings on Non Abiding” pp. 18-29 in Small Boat Great Mountain by Ajahn Amaro,,,,,,,,,,,,,,
53,Read by,,,,,TKon,,,,,,,,,,,,,
53,Reading,,1:59,,“Is the Sound Annoying You?” pp. 66-72 in Small Boat Great Mountain by Ajahn Amaro,,,,,,,,,,,,,,
53,Read by,,,,,TKon,,,,,,,,,,,,,
53,,,25:33,,"Tan Suhajjo asks, ""Could you talk about how to integrate interaction and seclusion to develop citta viveka - mental seclusion?""",,,,,,,,,,,,,,
53,,,28:20,,"Tan Pesalo asks, ""What is the difference between upadhi viveka and citta viveka?""",,,,,,,,,,,,,,
53,,,35:55,,What is the value of assigning a monk to do chores rather than sitting practice?,,,,,,,,,,,,,,
53,,,38:30,,Discussion about keeping the continuity of practice within engagement and daily life.,,,,,,,,,,,,,,
53,,,45:49,,"What is right effort? What is the right level, kind of effort so that mindfulness comes more easily?",,,,,,,,,,,,,,
54,Reading,,Session,,“The Second Noble Truth” pp. 29-37 in The Four Noble Truths by Ajahn Sumedho,,,,,,,,,,,,,,
54,Read by,,,,,TJag,,,,,,,,,,,,,
54,,,35:10,,Tan Kaccāna asks a question about views on whether the cause of suffering is desire or clinging to desire.,,,,,,,,,,,,,,
55,Reading,,Session,,“Sense the Sacred” pp.127-137 in Don’t Take Your Life Personally by Ajahn Sumedho,,,,,,,,,,,,,,
55,Read by,,,,,TSud,,,,,,,,,,,,,
56,Reading,,Session,,"“Working with Perception” in The Insight Journal, Winter 2009 Barre Center for Buddhist Studies by Ajahn Sucitto",,,,,,,,,,,,,,
56,Read by,,,,,DS,,,,,,,,,,,,,
56,,,28:11,,What is a good question to pose to yourself to investigate perception?,,,,,,,,,,,,,,
56,,,29:44,,Discussion about perception and name and form.,,,,,,,,,,,,,,
56,,,37:47,,Is there a way to stabilize the perception of impermanence?,,,,,,,,,,,,,,
56,,,41:05,,Discussion of sanna and paññā.,,,,,,,,,,,,,,
57,Reading,,Session,,"“Parting Words” a talk by Ajahn Vīradhammo at Abhayagiri Buddhist Monastery on July 1, 2011",,,,,,,,,,,,,,
57,Read by,,,,,BSteff,,,,,,,,,,,,,
