6,,,24:50,,,"Is my understanding of the first noble truth correct in that it doesn’t deny enjoying things in life, but point to their temporary nature and underlying unsatisfaction once enjoyment ceases? Can I be a Buddhist and still enjoy my chocolate? Sincerely, chocolate lover.",Noble Truth of Suffering,Sensual desire,Impermanence,Suffering,,,,,,,,,,
6,Extra tags,,,,,,Food,,,,,,,,,,,,,
6,,,28:21,,,"I have heard that based on the pleasure of jhāna, it is possible to overcome sexual desires more skillfully. But to have sammā samādhi one needs pāmojja. My heart has to battle sexual desire almost everyday and it is no less than painful to keep fighting the same battles. So in a way I have been doing all my recent walking meditations with a little sadness over not having yet overcome sexual desire, and not being to enter jhāna as easily and happily as Ajahn Karuṇadhammo describes. What do I do?",Jhāna,Sensual desire,Gladdening the mind,,,,,,,,,,,
6,,,34:20,,,A limerick composed on the occasion of the 2014 Thanksgiving Retreat: If you’re late for a sit you must hurry in/From washing dishes by a drain smelling like durian (this part is true!)/Then you sit sit sit sit/‘Til you’re tied to be fit/And your belly is empty to put curry in.,Artistic expression,Humor,,,,,,,,,,,,
6,,,34:58,,,My heart really wanted to serve you and the rest of the Sangha food today (of all days—Thanksgiving) out of gratitude and also because I thought that food had to be directly placed in the alms bowl of a monk in order for it to be consumed. So can you please give us a quick guide on the Vinaya rules regarding the offering of food and other things / requisites to monks? Thank you for your explanation so we can better serve the Sangha.,Gratitude,Almsfood,Food,Mutual lay/Saṅgha support,,,,,,,,,,
6,,,42:54,,,Does the process of refining awareness by calming the breath and becoming sensitive to the body of more subtle layers purify the mind and body? In preparation for more subtle states? Or? P.S. A little wish to hear Dhamma from Ven. Kassapo too. His appearance of equanimity is a solid reference for me this week. Añjali.,Mindfulness of breathing,Mindfulness of body,,,,,,,,,,,,
6,,,46:29,,,How is it possible to be your student if I live far away (in the northwest)? In what ways does Abhayagiri connect with those not in proximity? Thank you!,Abhayagiri,,,,,,,,,,,,,
6,,,48:30,,,"Can you please explain whether there is a difference between “mind” and “consciousness,” because everything seems to be experienced in the mind; the body is experienced in the mind; feelings also seem to be experienced by the mind, as well as perceptions, sensations, etc. Thank you for your teaching and explanation.",Heart/mind,Consciousness,Aggregates,Nature of mind,,,,,,,,,,
6,,,50:32,,,Do the monks have any prescribed physical exercises / stretching that they do to keep limber and agile with all their sitting?,Monastic life,Excercise,,,,,,,,,,,,
6,,,52:23,,,Is having a ½ glass of wine at the Christmas or special dinner breaking that precept? Does the precept mean not getting intoxicated or not ever drinking substance?,Intoxicants,,,,,,,,,,,,,
6,,,54:03,,,"If the body is a sack of grains, my legs after 7 / 7:30pm are electric jumping beans. This has occurred on retreat for 30 years. At first, I assumed it was the usual resistances / saṅkhāras. For a decade, I’ve known it’s a neurological syndrome that many have (R.L.S.) and although it affects other parts of life, e.g., sleep, it’s never so intense as on retreat in the evening. As I calm and cleanse, it actually gets worse, even on longer retreats. If I don’t focus on exhaling calm and mettā, I would drive my neighbors crazy, twitching and squirming like a bored 4 year-old. But I’m not bored and I want to hear the teachings. The level of controlling the legs necessarily, even with calming, creates sometimes a kind of negative pīti—thunderbolts in the body with no delight or rapture! I intuit an ancient root to it but, what to do? Alternative and western guidance have not helped much. From your vast experience of squirming mediators, any advice? Any research on sitting and milder neurological phenomena like this? Right now, besides leaving the hall / tortured endurance / drugs / cutting off my legs, suggestions for a middle way?!",Meditation/Unusual experiences,Rapture,Restlessness and worry,,,,,,,,,,,
6,,,57:52,,,"I would like to invite my aging mother to live with my family. Our family observes the precept of no-killing. However, my mother is not vegetarian. My spouse insists that everyone in the house must uphold the precept. I think it’s unfair to impose that on my aging mother. Is my spouse holding onto fixed views? I very much would like to honor my filial duty and at the same time maintain harmony in the family. As a practitioner, what is the best way to handle this situation? Thank you, Ajahn, for your time and advice.",Parents,Family,Killing,Vegetarianism,,,,,,,,,,
6,,,60:03,,,"Can you clarify (and simplify!) the four frames of reference? I have read Ven. Thanissaro’s book and it’s pretty challenging to remember from one paragraph to the next as it is so wonderfully dense. In particular, four frames especially as it pertains to mindfulness of breathing? Thank you!",Right Mindfulness,Ajahn Ṭhānissaro,Mindfulness of breathing,,,,,,,,,,,
6,,,62:14,,,I appreciate so much the confidence you have given me to follow my own sense of what is wholesome. This teaching has really given me some much-needed ease and discovery!,Gratitude,,,,,,,,,,,,,
6,,,63:31,,,I would like to add studying to my practice. I’d like to learn more of the fundamental lists. Would you recommend a book or two for starters? Thank you for your generosity of spirit.,Learning,,,,,,,,,,,,,
7,Comment,,0:09,,,A very long thank you note in Thai: ขอบคุฌหลวงพ่อที่มอบความดีงามใน้แก่มวลมนุษย์ ขอบคุฌหลวงพ่อที่สอนให้ทําแต่ความดี ละเว้นความชัว และสอนให้เดินตายรอยพระพุทธเจ้า ขอบคุฌความรักจากคณะสงฆ Debbie และ Retreat Mgr. ในแชร์ธรรมะและส่งดีๆ ให้กับพวกเรา การมีพระสงฆ์ที่ดีๆ ในระพุทธศาสนา สร้างคุณค่าดี สร้างความรักและความสงบสุขอันแท้จริงให้กับโลก,Question in Thai,Gratitude,,,,,,,,,Yes,,,
7,,,0:29,,,"Thank you for all of your thoughtful and pragmatic meditation tips. Do you have advice regarding the future-oriented mind? Speculation, planning, considering, obsessing really, about scenarios. Normal ideas are not working.",Restlessness and worry,Proliferation,,,,,,,,,,,,
7,,,3:56,,,"I love clues that help identify that some experience is or is not what I thought it is. For example, Ajahn Ñāniko’s point that just a blank purely absorbed state is not jhāna, (a wrong conclusion anybody any get to) and that instead it should be more “broad-based” and mettā-bhāvanā is very useful for that. This sort of “TEST” for the labels we may jump to apply to our experience is very useful insight—“cool” if I may say. Are there more such “tests?” P.S. This is to help prevent my mind from becoming too proud, or thinking I have attained some state when not.",Jhāna,Goodwill,,,,,,,,,,,,
7,,,8:23,,,"Thank you for talking about the nun who got enlightened the other day. Also thanks to Debbie for her talk! As a female myself, I find it inspirational hearing stories about women on the path. Most teachers, well-known disciples, the Buddha himself, were males, so at times I struggled to connect to the teachings. It felt too mind-focused, too “male” (as more women in my view connect through the heart, or at least I do). I see a lot of heart and compassion in the Dhamma now and I am learning more about women in Buddhism. It would be great to hear more stories about them in Dhamma talks and perhaps one day even have a guest nun visit and give a talk. Thank you.",Women in Buddhism,Compassion,Women's monastic forms,,,,,,,,,,,
7,,,10:02,,,The guidance through seeing the non-self in relationship to the elements was very helpful. Can you explain what to look for in order to see the non self in relationship to strong emotions like grief. When do you look for the emptiness in emotions and when do you experience or express them. How does one balance the two?,Not-self,Grief,,,,,,,,,,,,
7,,,19:06,,,How is compassion (karuṇā) is different from loving-kindness (mettā)? Is compassion similar to empathy? I am also wondering if it means you feel the pain of the person you feel compassion for.,Goodwill,Compassion,,,,,,,,,,,,
7,,,25:06,,ANy;AKsp,"Ajahn Ñāniko and Tan Kassapo: “Why be a monk?” Sadhu, sadhu, sadhu.",Monastic life/Motivation,,,,Suffering,,,,,,Yes,,,
7,,,26:19,,,A question for all the bhikkhus: Can you please recall a time when you were intensely attacked by the armies of Mara and had a lot of suffering and what did you do to overcome it? What strategy did you use or whether nothing worked at all and you just had to be patient with it and accept it? Thank you for your teaching.,Monastic life,Māra,Suffering,Patience,,,,,,,,,,
7,,,32:26,,,Can one contemplate pain using the four elements or is here a more direct way to penetrate physical pain? Many thanks for your teachings.,Pain,Elements,,,,,,,,,,,,
7,,,38:37,,,"Thank you Ajahn Ñāniko for encouraging us to see Dhamma in hearts around us, and within. Apart from your beloved teachers and tradition, where else in our modern world do you see Dhamma in the hearts of those who also in various ways seek the end of suffering for all? Who particularly inspires you? Who is worthy of respect? For example, your support of Julia Butterfly Hill was inspired by her courage and heart, correct? Also, could a future Buddha be in the Sangha? Is it already happening? Your thoughts, Ajahn Pasanno and those of your esteemed company appreciated.",Teachers,Respect,Buddha,Gratitude,,,,,,,,,,
7,,,45:13,,,Thank you so much for these wonderful teachings. Sometimes a very intense light nimitta arises and it feels like all of my energy rushes to my forehead. I try to ignore the nimitta but it gets brighter and undulating. I try to pull it down to my feet but that doesn’t work. I’ve tried all sorts of things but ultimately I just stop sitting; start walking. The nimitta gives me a headache and is draining. 1) Why does it happen? 2) What to do? Deep gratitude.,Meditation/Unusual experiences,Nimitta,,,,,,,,,,,,
7,,,50:42,,,"Following this morning’s talk on non-self, do you have any advice for reflecting on remorse / regret in the context of non-self? Remorse / regret are usually not big in my life except in one area: that of missed obligations to others. Investigation in this area rarely fortifies or informs me. It usually triggers either a well-tuned system of aversion / distraction or else despair. I do have confidence in the Buddha’s teachings and so an inkling that this can all be dismantled somehow. It’s quite a small inkle but it did try to get my attention this morning so any reflections or directions are deeply appreciated.",Not-self,Restlessness and worry,,,,,,,,,,,,
7,,,57:01,,,Sometimes when I sit I get this really strange feeling that parts of my body (arm for example) are moving but I know in reality I have not moved. It’s usually when I’m in deep concentration. Do you know what is happening?,Meditation/Unusual experiences,,,,,,,,,,,,,
7,,,59:37,,,Please tell us what the chant is referring to when it mentions the “3-fold bliss.” Thank you!,Chanting,Happiness,,,,,,,,,,,,
7,,,60:09,,,"Is the ego the same as self? If different, in what ways?",Self-identity view,Western psychology,,,,,,,,,,,,
7,,,64:11,,,"I enjoy the teaching about devas, they seem to be a good counter-balance for left-brain people. Is it correct to say that the Hindu deities are included into the Buddhist universe as higher devas, mighty but not omniscient and impermanent beings? I am particularly interested in Shiva, who for me is a positive symbol of cessation, relinquishment and play of the elements. I know that Brahma is mentioned a lot in the Canon, but what about Shiva? Also, since Thailand borrowed a lot from Indian culture, are there any devotional practices for Hindu deities, and if yes are they somehow integrated with Buddhism, perhaps on a folk level?",Deva,Culture/India,History/Thai Buddhism,Culture/Thailand,,,,,,,,,,
7,Extra tags,,,,,,Devotional practice,,,,,,,,,,,,,
7,,,70:33,,,"I was practicing yogic prāṇāyāma for about a year to alleviate a medical problem. However, as my practice develops I notice effects on the mind particularly during breath retentions. Yogic literature states that there is a complete and spontaneous cessation of breath in full samādhi. Is it true that some scriptural Buddhist sources say that there is a cessation of breath in the fourth jhāna too?",Culture/India,Mindfulness of breathing,Jhāna,,,,,,,,,,,
7,,,75:56,,,"Overall, why do you think there is no application of conscious control of breath in Buddhist practice, e.g., no scriptural references to prolonged exhalations to help calm down the mind? Is it conceivable to speculate that Gautama Buddha did practice prāṇāyāmas with his two teachers before joining the ascetics but somehow did not find them useful?",Mindfulness of breathing,Buddha/Biography,,,,,,,,,,,,
